gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,0,1,0,-1.280157004,1,0,0.5,1,0,0,0,1,1,0,1,0,1.003849565,-0.965382075,1
1,0,0,0,-1.280157004,0,0,0,0,0,0,0,0,0,0,0,1,-1.316168403,-0.99617477,1
0,1,1,1,0.797637267,1,1,0,0,1,1,0,1,1,1,1,0,0.533530737,0.792426439,0
0,1,0,0,0.349485562,1,1,0.5,0,0,1,0,1,1,0,1,0,1.116859037,0.840159529,1
0,0,1,0,0.43096769,1,0,0,0,0,0,0,1,0,1,1,1,-0.280802218,0.04757849,0
1,0,1,1,0.593931947,1,0,1,0,0,0,0,0,0,2,0,2,-1.512273073,-0.614442402,0
0,0,0,0,-1.198674875,1,1,0,0,0,0,0,0,0,0,0,2,-0.478568792,-0.94674323,0
0,1,1,1,1.368012165,1,1,0,1,1,1,1,1,0,2,0,3,0.485335521,1.266691298,1
0,0,1,1,0.91986046,1,0,0,0,0,1,1,0,0,2,1,3,-0.317364106,0.369070994,0
0,0,0,0,-0.139407208,1,0,1,0,0,0,0,0,0,1,0,1,-1.518920689,-0.773699752,0
1,0,0,1,-0.832005298,1,1,0.5,0,0,0,0,1,0,0,1,0,0.639892592,-0.580892481,0
1,0,1,0,1.368012165,1,1,0.5,0,1,1,0,1,1,0,1,0,1.342877979,2.052941747,0
0,1,0,0,0.105039177,1,1,0.5,0,0,1,0,1,1,0,1,0,1.216573276,0.535122148,1
0,1,1,0,-0.913487426,1,1,0.5,0,0,1,0,0,1,0,1,0,0.831011551,-0.603942887,1
0,0,1,1,-0.220889336,1,1,0.5,0,0,0,0,0,0,0,1,2,0.36401653,-0.156301799,0
1,0,0,0,1.042083652,1,0,0.5,0,0,0,1,1,1,0,1,0,1.013820989,1.559221904,0
0,0,1,0,0.879119396,1,0,0.5,1,1,1,1,1,1,2,0,2,1.494111242,1.688260062,1
0,0,0,0,-0.95422849,1,0,1,0,0,0,0,0,0,0,0,1,-1.49399213,-0.928413194,0
0,0,0,0,-1.239415939,1,0,1,0,0,0,0,0,0,1,0,3,-1.512273073,-0.994807186,1
0,0,0,0,-1.076451683,1,0,0.5,0,0,0,0,0,0,0,1,0,0.142983299,-0.815389003,0
1,1,0,0,-0.2616304,1,0,0.5,0,0,0,0,1,1,0,1,0,0.879206766,0.030218998,1
1,0,0,0,-0.95422849,1,0,1,0,0,0,0,0,0,0,0,1,-1.480696898,-0.925170697,0
0,0,1,0,-0.994969555,1,0,0,0,1,1,0,0,0,0,1,1,-0.333983145,-0.810602459,0
0,0,0,0,-0.832005298,1,0,0.5,0,0,0,0,1,0,0,1,0,0.553473585,-0.604957546,0
1,0,0,0,-0.709782106,1,1,0,0,0,0,0,0,0,0,1,0,-0.521778296,-0.70750428,1
0,0,1,0,0.43096769,1,1,0,1,0,1,0,1,1,1,1,0,0.511925985,0.572752762,0
0,0,0,0,0.390226626,1,1,0.5,0,0,0,1,1,1,0,1,0,1.180011388,0.855688223,0
1,0,0,0,-0.05792508,1,1,0,1,0,1,1,0,0,0,0,3,0.015016692,-0.127494306,1
1,0,0,1,1.368012165,1,1,0.5,1,0,1,1,0,0,2,1,3,0.869235342,1.608785791,0
1,1,0,0,-0.587558913,1,1,0.5,0,1,0,1,0,0,0,1,0,0.686425904,-0.342977,1
0,0,0,0,-1.280157004,1,0,1,0,0,0,0,0,0,0,0,1,-1.489006418,-0.998468782,0
0,0,1,0,1.164306844,1,1,0.5,0,1,0,1,1,0,2,1,0,0.973935294,1.480078501,1
0,0,0,0,-0.913487426,1,1,0.5,0,1,0,0,0,0,0,0,0,0.500292657,-0.655580208,0
0,1,0,0,-1.280157004,1,0,0.5,0,0,0,0,0,0,0,1,0,0.227740403,-0.97568307,1
1,1,0,0,-0.587558913,1,0,0.5,0,1,0,0,0,0,0,1,0,0.290892754,-0.407562252,0
0,0,1,0,-0.343112528,1,1,0.5,0,1,1,0,1,1,0,1,0,1.324597035,0.114325407,1
1,0,1,1,-1.198674875,1,0,1,0,0,0,0,0,0,0,0,1,-1.512273073,-0.983160666,0
0,0,0,0,0.716155139,1,0,1,0,0,0,0,0,0,1,0,3,-1.484020706,-0.570966469,0
0,0,1,1,-1.280157004,1,0,0,0,0,0,0,0,0,0,0,0,-0.673011559,-0.9876384,0
0,0,0,0,-1.239415939,1,0,0,1,0,0,1,0,0,0,1,1,-0.343954569,-0.968778977,0
0,0,0,0,-0.628299977,1,0,1,0,0,0,0,0,0,1,1,2,-1.500639745,-0.852203479,0
0,0,1,1,1.490235358,1,1,0.5,0,1,1,0,1,1,2,1,0,1.336230363,2.212154981,0
0,0,1,0,1.61245855,1,1,0,1,1,1,1,1,1,2,1,3,0.794449663,1.772741454,0
1,0,0,0,-1.198674875,1,1,0.5,0,0,0,0,0,0,0,1,0,0.31415941,-0.914516777,1
0,1,1,1,0.716155139,1,1,0,1,1,1,0,0,1,2,1,2,0.344073682,0.679005208,0
1,0,0,0,0.838378331,1,0,1,0,0,0,0,0,0,2,0,1,-1.480696898,-0.544761797,0
1,0,1,0,1.042083652,1,1,0.5,1,1,0,1,1,1,2,1,3,1.47250649,1.813305756,0
0,0,0,0,0.553190882,0,0,0,1,0,0,0,0,0,1,1,2,-1.13169706,-0.350278133,0
0,1,1,0,1.61245855,1,1,0.5,1,1,1,1,1,1,0,1,3,1.598811193,2.549087948,0
1,1,0,0,-1.280157004,1,1,0.5,0,0,0,0,0,0,0,1,0,0.312497506,-0.974558122,1
1,0,1,1,-1.076451683,1,1,0.5,0,1,1,0,1,0,0,1,1,0.97227339,-0.77844218,0
0,0,1,0,1.61245855,1,1,0,1,1,1,1,0,1,2,0,2,0.467054577,1.535156839,0
0,0,0,0,-1.157933811,1,0,0,0,0,0,0,0,1,0,1,1,-0.315702202,-0.902076175,0
1,0,1,1,0.797637267,1,0,1,0,0,0,0,0,0,2,0,1,-1.510611169,-0.552151162,0
1,0,0,0,-1.239415939,1,0,1,0,0,0,0,0,0,1,0,1,-1.474049282,-0.991939672,0
1,0,1,0,1.327271101,1,0,1,0,0,0,0,0,0,2,0,2,-1.510611169,-0.424987918,0
0,1,1,0,0.43096769,1,1,0.5,0,1,0,0,1,1,0,1,0,1.203278044,0.928677499,1
0,0,1,0,-1.157933811,1,1,0.5,0,1,0,0,1,1,0,1,0,1.17668758,-0.821918113,1
0,1,1,0,-0.302371464,1,1,0.5,1,0,0,0,0,1,1,1,0,0.806082991,-0.046696567,1
1,0,1,0,0.756896203,1,1,0,0,1,0,1,1,1,1,1,3,0.460406961,0.73564965,0
0,0,0,0,-0.832005298,1,1,0,0,0,1,0,1,1,0,0,2,0.33077845,-0.642433756,0
1,0,1,1,1.001342588,1,0,0,1,0,0,0,1,1,1,1,2,0.176221379,0.719084239,1
1,0,1,1,-0.343112528,1,0,1,0,0,0,0,0,0,1,0,1,-1.492330226,-0.771935128,0
1,0,1,0,1.286530037,1,1,0,0,0,1,1,0,0,1,0,2,-0.214326058,0.649888905,0
1,0,0,0,-1.157933811,1,0,0.5,0,1,1,1,1,1,1,1,0,1.357835115,-0.811462714,1
1,0,0,0,-0.2616304,1,1,0.5,0,0,1,0,1,1,0,1,2,1.186659004,0.139691883,0
1,0,1,1,-0.709782106,1,0,1,0,0,0,0,0,0,0,0,1,-1.487344514,-0.881871226,0
0,1,1,0,1.286530037,1,1,1,0,0,0,0,0,0,2,0,3,-1.301211267,-0.239327375,0
0,1,1,0,0.145780241,1,1,0.5,0,1,0,0,1,1,0,1,0,1.053706685,0.508564551,1
1,0,1,0,-0.220889336,1,1,0.5,0,0,0,0,1,1,0,0,3,1.003849565,0.079077035,0
0,1,1,0,-1.280157004,1,0,0.5,0,0,0,0,0,0,0,0,1,0.201149939,-0.976035995,1
1,0,0,0,0.105039177,1,1,0,1,0,1,1,1,1,1,1,3,0.703044943,0.364747664,1
0,0,0,0,-1.157933811,1,0,0.5,0,0,1,0,0,0,0,1,0,0.302526082,-0.883393215,1
1,0,1,1,-0.994969555,1,0,0,0,0,0,0,0,0,0,1,0,-0.643097287,-0.825645882,0
0,0,0,0,-0.913487426,1,0,1,0,0,0,0,0,0,0,1,3,-1.489006418,-0.919678304,0
1,0,0,0,-1.239415939,1,0,0,0,1,0,0,0,0,0,0,1,-0.518454488,-0.961544017,0
1,0,1,0,1.042083652,1,1,0.5,1,1,1,0,1,1,2,1,2,1.484139818,1.703413773,1
0,0,1,0,0.756896203,1,0,0,1,1,1,1,1,1,2,1,3,0.613302128,0.796793885,0
1,0,1,1,0.553190882,1,0,1,0,0,0,0,0,0,2,1,1,-1.513934977,-0.626044807,0
0,0,0,0,-1.280157004,1,0,1,0,0,0,0,0,0,0,1,2,-1.500639745,-0.998623187,0
0,0,0,0,0.553190882,1,1,0.5,0,0,0,0,0,0,0,0,2,0.265964194,0.426200708,0
1,0,1,0,0.716155139,1,1,0.5,1,1,0,1,1,1,0,1,2,1.490787434,1.377509709,0
0,0,1,1,0.838378331,1,0,0,0,1,0,1,1,0,0,0,3,0.006707172,0.476668965,0
0,0,1,0,1.164306844,1,1,0.5,0,1,1,1,1,1,0,1,0,1.638696889,2.139099532,0
0,0,0,0,-1.117192747,1,0,1,0,0,0,0,0,0,0,0,2,-1.467401666,-0.966021751,0
0,0,0,0,0.593931947,1,0,0,1,1,1,1,1,1,1,1,2,0.736283023,0.818609054,0
1,0,0,0,0.879119396,1,1,0.5,0,1,1,0,1,0,1,1,2,0.995540045,1.252199321,0
0,0,0,1,-0.546817849,0,0,0,0,0,0,0,0,0,0,1,3,-1.311182691,-0.757553439,0
1,0,0,1,-0.2616304,1,0,0.5,0,1,1,1,1,1,2,1,0,1.351187499,0.190579238,0
0,0,1,1,1.530976422,1,1,1,0,0,0,0,0,0,2,0,1,-1.309520787,-0.221129687,0
0,0,1,0,-0.628299977,1,1,0.5,0,1,1,0,1,1,0,1,0,1.254797068,-0.23857741,0
1,0,0,0,-0.098666144,1,1,0.5,0,1,0,0,1,1,0,1,0,1.17668758,0.309029649,1
1,0,0,1,-1.280157004,1,1,1,0,0,0,0,0,0,0,0,1,-1.356054098,-0.996704158,0
1,0,1,1,-0.546817849,1,1,1,0,0,0,0,0,0,2,0,1,-1.302873171,-0.792934158,0
1,0,1,0,-0.2616304,1,0,0,0,1,1,0,1,1,2,1,3,0.28923085,-0.166580736,0
1,0,1,1,-0.465335721,1,0,0.5,0,1,0,0,0,0,0,1,2,0.307511794,-0.316573808,1
0,0,1,0,0.716155139,1,1,0.5,0,1,0,0,1,1,1,1,0,1.111873325,1.13615321,0
1,0,1,0,1.449494293,0,0,0,1,0,1,0,1,1,1,1,0,-0.345616473,0.635418986,0
0,0,0,0,-1.198674875,1,1,0.5,0,0,1,0,1,1,0,1,2,1.221558988,-0.875672983,1
0,0,1,1,-0.95422849,1,0,0.5,0,0,1,1,1,1,0,0,0,1.273078012,-0.579171972,0
1,0,1,1,0.756896203,0,0,0,1,0,0,1,0,0,2,0,2,-1.017025685,-0.221151744,0
1,0,0,0,-0.95422849,1,0,0,0,0,0,0,0,0,0,1,0,-0.699602023,-0.828314877,0
0,1,1,1,0.349485562,1,1,0.5,0,1,1,1,1,1,1,1,0,1.567235018,0.993306867,1
0,0,0,0,-0.424594657,1,1,0.5,0,1,0,0,1,1,0,1,0,1.191644716,0.058519161,0
1,0,1,1,-0.465335721,0,0,0,1,0,1,0,1,1,1,1,0,-0.29409745,-0.496852245,1
0,0,1,1,1.571717486,1,1,0.5,1,1,1,1,1,1,2,1,2,1.703511145,2.653200786,0
0,0,0,0,-1.280157004,1,0,0,0,0,0,0,0,0,0,0,0,-0.633125863,-0.987109013,1
0,0,1,1,-0.2616304,1,1,0,0,0,1,1,1,1,1,1,3,0.571754528,-0.088319644,0
0,0,1,0,1.571717486,1,1,0,1,1,0,1,0,0,2,0,2,0.011692884,1.058090639,0
0,0,0,0,-1.157933811,1,0,0,0,0,0,0,0,0,0,1,3,-0.664702039,-0.9295602,0
1,0,0,0,-0.832005298,1,1,0.5,1,0,0,0,0,0,0,1,0,0.498630753,-0.565606423,0
1,0,1,0,-0.587558913,1,1,0.5,0,0,0,1,1,0,0,1,0,0.799435375,-0.303758223,0
1,0,0,0,-1.198674875,1,1,0.5,0,0,0,0,0,0,0,1,0,0.337426066,-0.91359035,0
1,1,1,0,1.61245855,1,1,0.5,1,1,0,0,1,1,1,1,2,1.397720811,2.379639892,0
0,0,0,0,-0.872746362,1,0,0.5,0,1,0,0,0,0,0,0,0,0.337426066,-0.647529109,1
1,0,0,0,-1.280157004,1,0,0.5,0,0,0,0,0,1,0,0,3,0.510264081,-0.971933243,1
0,0,0,0,-0.791264234,1,0,1,0,0,0,0,0,0,1,0,3,-1.512273073,-0.892745724,0
1,0,1,0,1.61245855,1,1,0.5,0,1,1,1,1,1,1,1,0,1.477492202,2.570395787,1
0,0,1,0,0.390226626,1,1,0,1,0,0,0,0,0,1,0,3,-0.289111738,0.045681519,0
1,0,0,0,-0.628299977,1,0,1,0,0,0,0,0,0,0,0,3,-1.498977841,-0.857144427,0
1,1,0,0,-1.035710619,1,0,0,0,1,0,0,0,0,0,1,1,-0.448654521,-0.822293096,0
1,0,1,0,1.449494293,1,1,0.5,1,1,1,1,1,1,2,0,1,1.788268248,2.517567345,0
0,0,1,1,0.960601524,1,1,1,0,0,0,0,0,0,2,0,2,-1.351068386,-0.388680771,0
1,0,1,1,0.227262369,1,0,1,0,0,0,0,0,0,1,0,1,-1.479034994,-0.676711585,0
1,0,1,1,1.61245855,1,1,0.5,1,1,1,1,1,1,2,1,0,1.685230201,2.709514361,0
1,0,0,0,0.634673011,1,1,1,0,0,0,0,0,0,1,0,3,-1.321154115,-0.49047754,0
1,1,1,0,0.797637267,1,1,0.5,1,1,1,0,1,1,0,1,0,1.47250649,1.484335657,0
1,0,1,1,0.105039177,1,0,1,0,0,0,0,0,0,1,0,1,-1.500639745,-0.694600464,0
0,0,1,0,1.408753229,1,1,0.5,0,1,1,1,1,1,2,1,2,1.545630266,2.331024491,0
1,0,0,0,-1.280157004,0,0,0,1,0,0,0,0,0,0,0,1,-1.159949428,-0.994101337,0
0,0,0,0,0.838378331,1,0,0.5,0,1,0,1,0,0,0,1,1,0.525221217,0.910898908,0
0,0,1,1,0.064298113,1,0,1,0,0,0,0,0,0,0,0,1,-1.462415954,-0.726760744,0
1,0,0,0,-1.198674875,0,0,0,0,0,0,0,1,0,0,0,3,-0.983787605,-0.959227947,1
1,0,1,0,-1.280157004,1,0,0.5,0,0,0,0,1,0,0,0,0,0.465392673,-0.972528804,1
0,0,0,0,-0.546817849,1,0,0.5,0,0,1,1,1,0,0,0,1,0.835997263,-0.265090891,0
1,1,1,0,1.12356578,1,1,0.5,1,1,1,1,1,1,2,1,2,1.703511145,2.048111088,0
0,0,0,0,-0.872746362,1,0,1,0,0,0,0,0,0,2,0,3,-1.503963553,-0.908847922,0
1,0,0,0,0.593931947,1,1,0.5,0,1,1,0,1,1,0,1,0,1.382763675,1.254934488,1
0,0,0,0,-0.587558913,1,0,0,1,0,0,0,0,0,0,0,0,-0.511806872,-0.621368553,1
1,0,1,1,1.12356578,1,1,0.5,1,1,1,1,1,1,2,0,3,1.676920681,1.9742395,0
0,0,1,0,1.61245855,1,1,1,0,0,0,0,0,0,2,0,3,-1.329463635,-0.180433037,0
0,0,0,0,0.268003434,1,0,1,0,0,0,0,0,0,1,0,1,-1.492330226,-0.65827126,0
1,0,1,0,1.082824716,1,0,0.5,1,0,1,0,0,0,1,1,3,0.546825969,1.039429736,0
0,0,1,1,-1.239415939,1,0,0.5,0,0,0,0,0,0,0,0,1,0.171235667,-0.943809542,0
0,1,0,0,-1.280157004,1,0,0.5,0,0,0,0,0,0,0,0,0,0.142983299,-0.976808018,1
0,0,1,1,-0.506076785,1,0,0.5,0,0,0,0,1,1,0,1,0,0.844306783,-0.223556045,1
1,0,0,0,-1.076451683,1,1,0.5,0,0,0,0,1,1,0,1,2,0.95565435,-0.770655775,1
0,0,0,0,1.571717486,1,1,0.5,0,0,1,1,0,0,2,1,3,0.718002079,1.715523508,0
1,0,1,0,-0.343112528,1,1,0,1,1,1,0,0,0,0,0,1,0.049916676,-0.319331033,0
0,1,1,0,1.408753229,1,1,0.5,0,0,0,0,1,1,0,1,3,0.992216238,1.674495992,0
0,0,0,0,-1.280157004,1,0,0.5,0,0,0,0,0,1,0,1,1,0.533530737,-0.971624434,1
1,0,1,1,0.634673011,1,1,0.5,0,0,0,0,0,1,1,1,1,0.573416432,0.770545097,1
1,0,1,0,0.186521305,1,1,0,0,1,0,1,0,1,1,0,1,0.242697539,0.165477456,0
0,0,0,0,-0.872746362,0,0,0,0,1,1,0,0,0,0,0,1,-1.000406645,-0.838086484,0
0,0,1,0,-1.198674875,1,0,1,0,0,0,0,0,0,0,1,3,-1.470725474,-0.98472677,1
1,0,1,0,-0.587558913,1,0,0.5,0,0,1,0,1,1,0,1,3,1.035425741,-0.237253942,0
0,0,1,1,0.716155139,1,0,0,0,0,0,0,0,0,1,1,2,-0.664702039,-0.023138832,0
1,0,1,1,1.408753229,1,1,0.5,1,0,1,1,1,1,1,1,0,1.482477914,2.20503031,0
1,0,1,0,-0.302371464,1,0,0,1,1,0,1,0,1,0,1,1,0.207797555,-0.19657935,0
1,1,0,0,-1.239415939,1,1,0.5,0,0,1,0,0,0,0,1,0,0.457083153,-0.94131701,1
0,0,0,0,-0.95422849,1,0,1,0,0,0,0,0,0,0,0,3,-1.498977841,-0.927574998,0
1,0,0,1,-0.913487426,0,0,0,1,1,0,1,0,0,1,0,1,-0.815935302,-0.825778229,0
1,0,1,0,1.530976422,1,0,1,0,0,0,0,0,0,2,0,3,-1.49399213,-0.421282206,0
0,0,0,0,-0.95422849,1,0,0,1,0,1,1,0,1,0,1,2,0.114730932,-0.752766895,0
1,0,0,0,-1.157933811,1,0,1,0,0,0,0,0,0,0,1,3,-1.484020706,-0.977094769,0
1,0,0,0,-1.239415939,1,0,0,1,0,0,0,0,0,0,0,1,-0.460287849,-0.953007647,0
1,0,0,1,-1.280157004,1,0,0.5,0,0,0,0,0,1,0,0,0,0.460406961,-0.972594977,1
0,0,0,0,-0.546817849,0,0,0,0,0,0,0,0,0,0,1,2,-1.317830307,-0.800676447,0
0,0,1,1,-1.035710619,1,0,1,0,0,0,0,0,0,0,1,2,-1.480696898,-0.930221934,0
0,0,0,0,-1.280157004,1,0,0,0,0,0,0,0,0,0,1,0,-0.727854391,-0.988366307,1
0,1,0,0,-1.280157004,1,0,0,0,0,0,0,0,0,0,0,0,-0.691292503,-0.987881036,0
1,0,1,1,-0.95422849,1,0,1,0,0,0,0,0,0,1,0,1,-1.480696898,-0.931258651,0
1,0,0,0,-1.198674875,0,0,0,1,0,0,1,0,0,0,0,1,-1.015363781,-0.945816802,1
1,0,0,0,-0.95422849,0,0,0,1,0,1,1,1,1,0,0,1,-0.209340346,-0.769133787,1
1,0,0,0,-1.117192747,1,0,0,1,0,1,0,0,0,0,0,3,-0.299083162,-0.874768613,0
1,0,1,1,0.960601524,1,0,0.5,0,0,0,0,1,1,1,0,2,0.801097279,1.184371571,0
1,0,0,1,-0.587558913,1,1,0,1,0,0,0,0,0,0,0,1,-0.237592714,-0.569356249,0
0,1,0,0,0.675414075,1,1,0.5,0,0,0,0,1,1,0,1,0,1.043735261,1.074192837,1
0,0,1,0,1.530976422,1,1,0,1,1,1,1,1,0,2,0,1,0.477026001,1.435168811,0
1,0,0,0,1.61245855,1,1,0.5,0,1,1,1,1,1,2,1,3,1.437606506,2.43663726,0
1,1,0,0,-1.076451683,1,0,0.5,0,0,1,0,0,0,0,0,0,0.319145122,-0.815786044,1
0,1,1,0,-0.628299977,1,1,0.5,0,0,0,0,1,1,0,1,0,0.997201949,-0.317367889,0
0,0,1,0,-0.139407208,0,0,0,0,0,0,0,1,1,0,1,0,-0.628140151,-0.419495524,0
1,0,1,0,-1.076451683,1,1,0.5,0,1,1,0,1,1,0,1,0,1.346201787,-0.766773601,1
0,0,1,0,1.245788973,1,1,0.5,0,0,1,0,1,1,2,0,0,1.256458972,1.770557731,0
0,0,1,0,-0.669041042,1,1,0.5,0,0,0,0,0,0,0,1,2,0.300864178,-0.440759248,1
0,0,0,0,1.082824716,1,0,0,0,0,1,0,0,1,1,1,2,-0.114611819,0.600942637,0
1,0,0,0,-1.198674875,1,0,0,0,0,1,0,1,0,0,0,0,-0.240916522,-0.936067253,0
1,0,0,0,-0.994969555,0,0,0,0,1,0,0,0,0,0,1,1,-1.18155418,-0.907171528,0
1,1,1,0,-1.035710619,1,1,0.5,0,0,0,0,0,1,0,1,0,0.656511632,-0.721930085,1
1,0,0,0,1.449494293,1,0,1,0,0,0,0,0,0,2,0,3,-1.502301649,-0.371299221,0
1,0,1,1,1.449494293,1,1,0.5,1,0,1,1,1,1,2,0,3,1.560587402,2.306363865,0
1,1,1,0,0.797637267,1,1,0.5,0,1,1,0,1,1,1,1,0,1.386087483,1.472821483,0
0,0,1,1,1.61245855,1,1,0.5,1,1,0,1,1,1,2,1,3,1.425973179,2.486576129,0
1,0,1,0,-0.017184015,1,0,1,0,0,0,0,0,0,1,0,1,-1.512273073,-0.745598109,0
1,0,1,0,1.61245855,1,0,1,0,0,0,0,0,0,2,0,2,-1.487344514,-0.379240031,0
0,0,1,1,-1.280157004,1,0,0.5,0,0,0,0,0,0,0,1,3,0.171235667,-0.976433035,0
0,0,1,1,0.390226626,1,0,0,1,0,0,1,0,1,1,0,3,-0.036502331,0.211776788,0
1,0,0,0,-0.302371464,1,1,1,0,0,0,0,0,0,2,0,3,-1.331125539,-0.701967771,1
0,0,0,0,0.512449818,1,0,0,1,0,0,0,0,0,0,1,2,-0.461949753,0.006727436,0
1,0,1,1,0.43096769,0,0,0,1,0,1,1,1,1,1,1,3,-0.146187995,0.15760282,0
0,0,1,0,0.186521305,1,1,0,1,0,1,0,1,1,1,0,1,0.480349809,0.277266411,0
1,1,0,0,-0.506076785,1,1,0.5,0,0,0,0,0,1,0,1,3,0.698059232,-0.245194752,1
1,0,0,0,-1.157933811,0,0,0,0,0,0,0,0,0,0,1,0,-1.341096963,-0.969087786,1
0,0,1,0,1.245788973,1,0,0.5,1,1,1,1,1,1,2,1,3,1.50574457,1.950968516,0
0,0,0,0,-1.198674875,1,0,0.5,0,0,0,0,1,1,0,0,1,0.860925822,-0.902451158,0
0,0,1,1,1.368012165,1,1,1,0,0,0,0,0,0,2,1,3,-1.312844595,-0.26952451,0
0,0,0,0,-0.180148272,1,1,0.5,0,1,1,0,1,1,0,1,0,1.359497019,0.307132678,1
1,1,0,0,-0.994969555,1,1,0.5,0,0,0,0,0,1,0,0,0,0.678116384,-0.700357552,0
0,0,0,1,1.571717486,1,1,1,0,0,0,0,0,0,2,0,1,-1.344420771,-0.277355031,0
0,0,0,0,-1.280157004,0,0,0,0,0,0,0,0,0,0,1,0,-1.347744579,-0.996593869,1
1,0,1,1,1.61245855,1,1,1,0,0,0,0,0,0,2,0,2,-1.319492211,-0.187690055,0
0,1,1,0,-0.669041042,1,0,0,1,1,0,0,0,0,0,1,2,-0.340630761,-0.643294011,0
0,0,1,0,1.368012165,1,1,0.5,1,1,1,1,0,0,2,0,1,1.057030493,1.826805133,0
1,0,0,0,-0.872746362,1,1,0.5,0,0,0,0,0,0,0,1,0,0.38894509,-0.637625155,1
0,0,0,0,0.756896203,1,1,0,1,1,1,1,1,0,1,1,3,0.543502161,0.813006371,0
1,0,0,1,-0.994969555,0,0,0,1,0,0,0,0,1,0,1,0,-0.874101942,-0.861357468,0
0,0,0,0,-0.75052317,1,0,0.5,0,0,0,0,1,1,0,1,0,0.934049598,-0.417267686,0
1,0,0,0,-1.157933811,1,1,0.5,0,1,0,1,0,1,0,1,0,0.953992446,-0.847505167,1
1,0,0,0,1.530976422,1,1,0,1,1,1,0,1,1,2,0,1,0.661497344,1.635696313,0
1,0,0,1,1.530976422,1,1,0,1,1,0,1,0,0,2,0,0,0.039945252,1.15062313,0
1,1,1,0,0.879119396,1,1,0.5,0,1,0,0,1,1,1,1,3,1.219897084,1.363083905,1
0,0,0,1,-0.180148272,1,0,0.5,1,0,0,0,0,0,0,1,2,0.335764162,-0.094738466,1
0,0,0,0,-0.343112528,1,0,1,0,0,0,0,0,0,2,0,1,-1.464077858,-0.792426828,0
1,0,1,0,1.490235358,1,0,0,0,1,0,0,0,1,2,1,3,-0.111288011,0.815212152,0
0,0,1,1,0.390226626,1,0,0,1,1,0,0,0,0,0,0,1,-0.342292665,0.007874442,0
1,1,0,0,-1.239415939,1,0,0.5,0,0,0,0,0,0,0,1,0,0.159602339,-0.949213704,1
1,1,0,0,0.268003434,1,1,0.5,0,0,1,0,1,1,0,1,0,1.161730444,0.773214091,0
0,0,1,1,0.512449818,1,1,0.5,0,1,1,1,1,1,2,1,2,1.494111242,1.154659708,0
0,0,1,1,1.61245855,1,1,0,1,1,1,1,1,0,2,1,2,0.533530737,1.519407567,0
1,0,0,0,0.227262369,1,0,1,0,0,0,0,0,0,2,0,1,-1.479034994,-0.679490868,0
0,0,1,0,1.61245855,1,1,0,1,1,1,1,0,0,2,1,2,0.099773796,1.112308723,0
0,0,0,0,-1.280157004,1,1,1,0,0,0,0,0,0,0,1,1,-1.354392194,-0.9966821,1
0,0,1,1,1.61245855,1,0,1,0,0,0,0,0,0,2,1,3,-1.495654033,-0.383210436,0
0,0,1,0,0.91986046,1,1,1,0,0,0,0,0,0,2,0,2,-1.299549363,-0.370416909,0
1,0,1,1,0.756896203,0,0,0,0,0,1,1,1,1,1,1,0,-0.287449834,0.271597555,0
0,0,0,0,1.245788973,1,0,0,1,1,1,1,1,1,2,1,2,0.727973503,1.335026377,0
1,0,0,0,-1.280157004,1,0,1,0,0,0,0,0,0,0,0,1,-1.475711186,-0.99829232,0
1,0,1,1,-0.383853593,1,0,1,0,0,0,0,0,0,2,1,1,-1.500639745,-0.80808787,0
1,0,0,0,-1.280157004,1,0,0,0,1,0,0,0,0,0,0,0,-0.47358308,-0.984991463,1
1,0,0,0,-1.239415939,1,1,0,0,0,0,1,0,0,0,1,1,-0.347278377,-0.955654583,0
1,1,0,0,0.797637267,1,1,0.5,1,1,1,0,1,1,0,0,3,1.43926841,1.568750876,0
1,0,0,0,0.145780241,1,1,0,1,0,0,0,0,0,1,0,1,-0.343954569,-0.17196284,0
1,0,0,0,-1.280157004,1,0,0,0,0,0,0,0,0,0,0,1,-0.646421095,-0.987285475,0
1,0,0,0,-0.180148272,1,1,0,1,0,1,0,0,0,1,0,1,-0.192721306,-0.277421204,0
1,0,1,1,-1.035710619,1,0,0,1,1,1,0,1,0,1,0,0,0.154616627,-0.796838389,0
0,0,0,0,-0.75052317,1,1,0.5,0,1,0,0,1,1,0,1,0,1.188320908,-0.382813395,1
0,1,1,0,1.61245855,0,0,0,1,1,1,1,1,1,2,1,3,0.005045268,0.998203699,0
1,0,1,1,-1.280157004,1,0,1,0,0,0,0,0,0,0,1,1,-1.472387378,-0.998248204,1
1,0,0,0,-0.913487426,1,0,1,0,0,0,0,0,0,0,0,1,-1.527230209,-0.935295229,0
0,0,0,0,0.390226626,1,0,1,0,0,0,0,0,0,1,0,2,-1.495654033,-0.63235334,0
1,0,0,0,-1.035710619,0,0,0,0,0,0,0,0,0,0,0,2,-1.321154115,-0.923494304,0
0,0,0,0,-1.157933811,1,0,0.5,0,0,1,0,0,0,0,1,2,0.332440354,-0.865283757,1
0,0,1,1,1.61245855,1,1,0.5,1,1,1,1,1,1,2,1,3,1.645344505,2.547786537,0
